PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,TICKER
27959,20150303,252,0.58%,0.0003,0.2843,-0.3764,-0.0193,0.97%,1.01%,6.55%,0.60%,DUK
27959,20150304,252,-0.55%,0.0003,0.2861,-0.3765,-0.0146,0.97%,1.01%,6.62%,-0.41%,DUK
27959,20150305,252,0.65%,0.0003,0.286,-0.3758,-0.0186,0.97%,1.01%,6.58%,0.69%,DUK
27959,20150306,252,-3.38%,0.0002,0.316,-0.4086,-0.0543,0.99%,1.03%,7.59%,-2.90%,DUK
27959,20150309,252,-0.27%,0.0002,0.3152,-0.409,-0.0549,0.99%,1.03%,7.57%,-0.35%,DUK
27959,20150310,252,-0.08%,0.0002,0.3071,-0.4052,-0.06,0.99%,1.03%,7.46%,0.58%,DUK
27959,20150311,252,-0.56%,0.0002,0.3063,-0.4117,-0.0692,0.99%,1.03%,7.56%,-0.29%,DUK
27959,20150312,252,1.35%,0.0002,0.3163,-0.4077,-0.0449,0.99%,1.03%,7.82%,1.15%,DUK
27959,20150313,252,-0.89%,0.0002,0.325,-0.4128,-0.0488,0.99%,1.03%,8.09%,-0.63%,DUK
27959,20150316,252,1.47%,0.0002,0.3333,-0.4304,-0.0613,0.99%,1.04%,8.70%,0.73%,DUK
27959,20150317,252,-0.83%,0.0001,0.3343,-0.4348,-0.0634,0.99%,1.04%,8.76%,-0.53%,DUK
27959,20150318,252,1.76%,0.0002,0.3482,-0.4366,-0.0713,0.99%,1.04%,9.27%,1.17%,DUK
27959,20150319,252,-0.51%,0.0003,0.3414,-0.4292,-0.0343,0.98%,1.03%,9.24%,-0.08%,DUK
27959,20150320,252,0.87%,0.0003,0.3431,-0.4286,-0.0333,0.98%,1.03%,9.27%,0.54%,DUK
27959,20150323,252,0.17%,0.0003,0.3424,-0.4263,-0.0274,0.98%,1.03%,9.24%,0.33%,DUK
27959,20150324,252,-0.96%,0.0003,0.3459,-0.4304,-0.0296,0.98%,1.03%,9.45%,-0.54%,DUK
27959,20150325,252,-1.45%,0.0002,0.3555,-0.423,-0.0593,0.99%,1.04%,9.48%,-1.30%,DUK
27959,20150326,252,-0.81%,0.0002,0.3537,-0.4357,-0.0613,0.99%,1.04%,9.64%,-0.69%,DUK
27959,20150327,252,0.87%,0.0002,0.3563,-0.4296,-0.0631,0.98%,1.04%,9.65%,0.93%,DUK
27959,20150330,252,1.20%,0.0002,0.3636,-0.4315,-0.0572,0.99%,1.04%,9.92%,0.76%,DUK
27959,20150331,252,1.16%,0.0003,0.3491,-0.4282,-0.0394,0.99%,1.04%,9.51%,1.64%,DUK
27959,20150401,252,0.07%,0.0003,0.3515,-0.419,-0.0371,0.99%,1.04%,9.48%,0.36%,DUK
27959,20150402,252,0.18%,0.0004,0.3528,-0.4177,-0.0332,0.99%,1.04%,9.53%,0.04%,DUK
27959,20150406,252,1.65%,0.0004,0.3582,-0.4247,-0.0377,0.99%,1.04%,9.75%,1.32%,DUK
27959,20150407,252,-0.75%,0.0004,0.3604,-0.4211,-0.0341,0.99%,1.04%,9.74%,-0.76%,DUK
27959,20150408,252,-0.45%,0.0003,0.3711,-0.4192,-0.023,0.99%,1.04%,10.07%,-0.38%,DUK
27959,20150409,252,-0.38%,0.0002,0.3636,-0.4151,-0.0154,0.98%,1.04%,9.95%,-0.82%,DUK
27959,20150410,252,1.08%,0.0003,0.3747,-0.4212,-0.0483,0.98%,1.04%,10.34%,0.87%,DUK
27959,20150413,252,-0.78%,0.0002,0.38,-0.4254,-0.0577,0.98%,1.04%,10.48%,-0.42%,DUK
27959,20150414,252,0.47%,0.0002,0.3846,-0.4244,-0.0584,0.98%,1.04%,10.59%,0.35%,DUK
27959,20150415,252,0.55%,0.0002,0.3873,-0.4231,-0.0517,0.98%,1.04%,10.59%,0.46%,DUK
27959,20150416,252,-0.91%,0.0002,0.3854,-0.418,-0.0501,0.98%,1.04%,10.40%,-0.93%,DUK
27959,20150417,252,0.00%,0.0002,0.3821,-0.4186,-0.0483,0.98%,1.04%,10.28%,0.29%,DUK
27959,20150420,252,1.68%,0.0003,0.3913,-0.4134,-0.0467,0.98%,1.04%,10.47%,1.37%,DUK
27959,20150421,252,-0.69%,0.0003,0.393,-0.4123,-0.0374,0.98%,1.04%,10.52%,-0.60%,DUK
27959,20150422,252,0.29%,0.0002,0.3915,-0.4161,-0.036,0.98%,1.04%,10.57%,-0.04%,DUK
27959,20150423,252,0.72%,0.0003,0.3919,-0.4151,-0.0288,0.98%,1.04%,10.57%,0.71%,DUK
27959,20150424,252,0.70%,0.0003,0.3922,-0.416,-0.0302,0.98%,1.04%,10.60%,0.41%,DUK
27959,20150427,252,-1.31%,0.0002,0.4048,-0.3965,-0.0611,0.98%,1.04%,10.65%,-1.38%,DUK
27959,20150428,252,0.77%,0.0002,0.4058,-0.3785,-0.0207,0.98%,1.04%,10.46%,0.80%,DUK
27959,20150429,252,-0.68%,0.0002,0.4099,-0.3776,-0.0367,0.99%,1.04%,10.53%,-0.79%,DUK
27959,20150430,252,-1.10%,0.0001,0.4167,-0.368,-0.0509,0.99%,1.04%,10.58%,-1.01%,DUK
27959,20150501,252,0.43%,0.0001,0.4156,-0.3664,-0.0481,0.99%,1.04%,10.61%,-0.14%,DUK
27959,20150504,252,0.08%,0.0002,0.4138,-0.3518,-0.0161,0.98%,1.03%,10.59%,-0.03%,DUK
27959,20150505,252,-2.19%,0.0001,0.4281,-0.3522,-0.028,0.98%,1.04%,11.06%,-1.75%,DUK
27959,20150506,252,0.21%,0.0001,0.4235,-0.3489,-0.0273,0.98%,1.04%,10.87%,0.56%,DUK
27959,20150507,252,0.52%,0.0001,0.4212,-0.3465,-0.0463,0.98%,1.04%,10.70%,0.37%,DUK
27959,20150508,252,0.39%,0.0002,0.4174,-0.3622,-0.0369,0.98%,1.04%,11.00%,-0.32%,DUK
27959,20150511,252,-0.70%,0.0002,0.4188,-0.3568,-0.0429,0.98%,1.03%,11.07%,-0.29%,DUK
27959,20150512,252,-0.35%,0.0002,0.4217,-0.3505,-0.0422,0.98%,1.03%,11.10%,-0.24%,DUK
27959,20150513,252,-1.40%,0.0002,0.4223,-0.3574,-0.0446,0.98%,1.04%,11.10%,-1.40%,DUK
27959,20150514,252,1.41%,0.0002,0.4295,-0.356,-0.046,0.98%,1.04%,11.38%,0.93%,DUK
27959,20150515,252,0.87%,0.0002,0.4343,-0.3628,-0.0472,0.98%,1.04%,11.55%,0.76%,DUK
27959,20150518,252,-0.16%,0.0002,0.4343,-0.3638,-0.0489,0.98%,1.04%,11.56%,-0.08%,DUK
27959,20150519,252,0.21%,0.0003,0.4383,-0.3484,-0.0357,0.98%,1.04%,11.62%,0.23%,DUK
27959,20150520,252,0.46%,0.0003,0.4363,-0.3496,-0.0362,0.98%,1.04%,11.55%,0.55%,DUK
27959,20150521,252,-0.50%,0.0003,0.4394,-0.3492,-0.0336,0.98%,1.04%,11.61%,-0.70%,DUK
27959,20150522,252,-0.14%,0.0003,0.4384,-0.3567,-0.0321,0.98%,1.04%,11.70%,-0.09%,DUK
27959,20150526,252,-0.38%,0.0003,0.4392,-0.3532,-0.0322,0.97%,1.04%,11.77%,0.05%,DUK
27959,20150527,252,0.59%,0.0003,0.4401,-0.3542,-0.0339,0.97%,1.04%,11.83%,0.29%,DUK
27959,20150528,252,-0.34%,0.0003,0.4405,-0.3539,-0.0372,0.97%,1.04%,11.86%,-0.25%,DUK
27959,20150529,252,-0.29%,0.0003,0.4411,-0.3544,-0.0376,0.97%,1.04%,11.88%,-0.03%,DUK
27959,20150601,252,0.36%,0.0003,0.4414,-0.3556,-0.0386,0.97%,1.04%,11.89%,0.26%,DUK
27959,20150602,252,-1.25%,0.0002,0.4424,-0.37,-0.0496,0.98%,1.04%,12.05%,-1.11%,DUK
27959,20150603,252,-1.13%,0.0002,0.4409,-0.3837,-0.0491,0.98%,1.04%,12.13%,-0.99%,DUK
27959,20150604,252,0.01%,0.0002,0.4382,-0.3851,-0.0497,0.98%,1.04%,12.09%,0.36%,DUK
27959,20150605,252,-1.83%,0.0001,0.4342,-0.4302,-0.071,0.98%,1.05%,12.54%,-1.54%,DUK
27959,20150608,252,-0.55%,0.0001,0.4373,-0.426,-0.0684,0.98%,1.05%,12.64%,-0.24%,DUK
27959,20150609,252,-0.44%,0.0001,0.4369,-0.4191,-0.074,0.98%,1.05%,12.49%,-0.55%,DUK
27959,20150610,252,-0.11%,0.0001,0.4319,-0.4226,-0.0803,0.98%,1.05%,12.41%,-0.56%,DUK
27959,20150611,252,1.12%,0.0002,0.4295,-0.4292,-0.0916,0.98%,1.05%,12.45%,0.98%,DUK
27959,20150612,252,-0.45%,0.0001,0.4382,-0.4361,-0.1017,0.97%,1.04%,13.03%,-0.03%,DUK
27959,20150615,252,-0.04%,0.0001,0.4372,-0.4354,-0.1015,0.97%,1.04%,12.99%,0.19%,DUK
27959,20150616,252,0.10%,0.0001,0.4371,-0.4371,-0.0939,0.97%,1.04%,13.03%,-0.11%,DUK
27959,20150617,252,0.70%,0.0001,0.4383,-0.4355,-0.0935,0.97%,1.04%,13.06%,0.44%,DUK
27959,20150618,252,2.00%,0.0001,0.4378,-0.4244,-0.1033,0.97%,1.04%,12.94%,1.62%,DUK
27959,20150619,252,-1.80%,0,0.4428,-0.434,-0.1003,0.97%,1.04%,13.27%,-1.39%,DUK
27959,20150622,252,-0.18%,0,0.4423,-0.43,-0.0953,0.97%,1.04%,13.27%,-0.42%,DUK
27959,20150623,252,-1.77%,0,0.4408,-0.4402,-0.1136,0.98%,1.05%,13.24%,-1.69%,DUK
27959,20150624,252,-1.18%,-0.0001,0.4465,-0.4388,-0.1145,0.98%,1.05%,13.43%,-0.87%,DUK
27959,20150625,252,-0.35%,-0.0001,0.4436,-0.4453,-0.1218,0.98%,1.05%,13.48%,-0.10%,DUK
27959,20150626,252,0.45%,-0.0001,0.4439,-0.4454,-0.1168,0.98%,1.05%,13.47%,0.43%,DUK
27959,20150629,252,-0.21%,-0.0001,0.4348,-0.4532,-0.1156,0.98%,1.05%,13.45%,0.57%,DUK
27959,20150630,252,-0.32%,-0.0002,0.4341,-0.458,-0.1158,0.97%,1.05%,13.51%,-0.41%,DUK
27959,20150701,252,0.65%,-0.0001,0.4378,-0.4538,-0.121,0.97%,1.05%,13.75%,0.03%,DUK
27959,20150702,252,2.04%,0,0.4358,-0.4904,-0.1474,0.97%,1.05%,14.33%,1.82%,DUK
27959,20150706,252,0.44%,0.0001,0.4387,-0.4851,-0.1477,0.97%,1.05%,14.43%,0.61%,DUK
27959,20150707,252,3.32%,0.0002,0.4479,-0.5121,-0.1731,0.98%,1.07%,14.89%,2.84%,DUK
27959,20150708,252,-0.64%,0.0002,0.4516,-0.5051,-0.1922,0.98%,1.06%,15.21%,0.12%,DUK
27959,20150709,252,-0.96%,0.0001,0.452,-0.5131,-0.1968,0.98%,1.07%,15.28%,-1.03%,DUK
27959,20150710,252,0.41%,0.0001,0.4519,-0.5102,-0.1939,0.98%,1.07%,15.31%,-0.14%,DUK
27959,20150713,252,-0.03%,0.0001,0.4474,-0.5107,-0.1935,0.98%,1.07%,15.23%,-0.66%,DUK
27959,20150714,252,-0.74%,0.0001,0.4476,-0.5148,-0.2023,0.98%,1.07%,15.34%,-0.85%,DUK
27959,20150715,252,0.30%,0.0001,0.4477,-0.509,-0.2151,0.98%,1.07%,15.33%,-0.04%,DUK
27959,20150716,252,1.07%,0.0001,0.4492,-0.5112,-0.2247,0.98%,1.07%,15.50%,0.50%,DUK
27959,20150717,252,-1.66%,0,0.4531,-0.4798,-0.1795,0.99%,1.07%,14.81%,-2.13%,DUK
27959,20150720,252,-0.41%,0,0.4496,-0.4706,-0.1578,0.99%,1.07%,14.48%,-0.85%,DUK
27959,20150721,252,-1.16%,-0.0001,0.4527,-0.4716,-0.1667,0.99%,1.07%,14.64%,-0.89%,DUK
27959,20150722,252,-0.07%,-0.0001,0.4533,-0.4703,-0.1669,0.99%,1.07%,14.66%,0.14%,DUK
27959,20150723,252,-1.12%,-0.0001,0.4582,-0.4624,-0.1549,0.99%,1.08%,14.64%,-1.07%,DUK
27959,20150724,252,0.18%,-0.0001,0.4551,-0.4631,-0.1565,0.99%,1.07%,14.56%,0.39%,DUK
27959,20150727,252,1.83%,0,0.4419,-0.4741,-0.1516,1.00%,1.08%,14.05%,2.06%,DUK
27959,20150728,252,0.18%,-0.0001,0.4375,-0.4613,-0.1599,1.00%,1.07%,13.95%,-0.55%,DUK
27959,20150729,252,-0.03%,-0.0001,0.4343,-0.4583,-0.1695,1.00%,1.07%,13.80%,-0.43%,DUK
27959,20150730,252,0.47%,0,0.4342,-0.4507,-0.1778,0.99%,1.07%,13.77%,0.45%,DUK
27959,20150731,252,1.05%,0,0.425,-0.4391,-0.2033,1.00%,1.07%,13.06%,1.31%,DUK
27959,20150803,252,1.00%,0,0.4252,-0.4413,-0.2076,1.00%,1.07%,13.12%,0.96%,DUK
27959,20150804,252,-1.39%,0,0.4332,-0.4439,-0.2096,1.00%,1.07%,13.45%,-1.33%,DUK
27959,20150805,252,0.08%,0.0001,0.4262,-0.4301,-0.2078,0.99%,1.06%,12.90%,-0.16%,DUK
27959,20150806,252,-0.19%,0.0001,0.425,-0.4181,-0.1805,0.99%,1.06%,12.77%,0.37%,DUK
27959,20150807,252,1.77%,0.0002,0.4251,-0.432,-0.1944,0.99%,1.06%,12.94%,1.68%,DUK
27959,20150810,252,-0.45%,0.0001,0.4098,-0.4317,-0.2089,0.99%,1.06%,12.37%,-0.82%,DUK
27959,20150811,252,0.64%,0.0001,0.4034,-0.4279,-0.1994,0.99%,1.06%,12.07%,1.09%,DUK
27959,20150812,252,1.45%,0.0002,0.4028,-0.435,-0.2064,1.00%,1.06%,12.11%,1.33%,DUK
27959,20150813,252,0.03%,0.0002,0.4025,-0.4339,-0.2059,1.00%,1.06%,12.05%,-0.10%,DUK
27959,20150814,252,1.05%,0.0002,0.4018,-0.4242,-0.1945,0.99%,1.06%,11.86%,1.02%,DUK
27959,20150817,252,0.20%,0.0002,0.4016,-0.4246,-0.194,0.99%,1.06%,11.87%,-0.03%,DUK
27959,20150818,252,-0.37%,0.0002,0.4033,-0.4193,-0.1966,1.00%,1.06%,11.86%,-0.43%,DUK
27959,20150819,252,1.27%,0.0002,0.3915,-0.4204,-0.2049,1.00%,1.06%,11.43%,1.52%,DUK
27959,20150820,252,-0.57%,0.0002,0.3885,-0.4247,-0.1994,1.00%,1.06%,11.58%,0.31%,DUK
27959,20150821,252,-0.08%,0.0003,0.3537,-0.369,-0.1902,1.00%,1.06%,10.52%,1.87%,DUK
27959,20150824,252,-5.57%,0.0002,0.4475,-0.3837,-0.1385,1.03%,1.12%,14.44%,-4.14%,DUK
27959,20150825,252,-3.08%,0.0001,0.4653,-0.404,-0.1106,1.04%,1.14%,15.26%,-2.37%,DUK
27959,20150826,252,2.18%,0.0001,0.4636,-0.3938,-0.1115,1.04%,1.14%,16.43%,-0.12%,DUK
27959,20150827,252,1.09%,0.0001,0.4603,-0.3903,-0.1179,1.04%,1.14%,16.70%,-0.24%,DUK
27959,20150828,252,-0.18%,0.0001,0.461,-0.3862,-0.1178,1.04%,1.14%,16.71%,0.11%,DUK
27959,20150831,252,-2.04%,0,0.4607,-0.4118,-0.166,1.04%,1.15%,17.36%,-1.24%,DUK
27959,20150901,252,-2.62%,0,0.4787,-0.4095,-0.1508,1.05%,1.16%,18.59%,-1.23%,DUK
27959,20150902,252,0.16%,-0.0001,0.4722,-0.402,-0.1367,1.05%,1.16%,18.34%,-0.91%,DUK
27959,20150903,252,0.17%,-0.0001,0.4726,-0.4014,-0.1348,1.05%,1.16%,18.35%,0.06%,DUK
27959,20150904,252,-1.47%,-0.0001,0.4743,-0.4036,-0.1295,1.05%,1.16%,18.68%,-0.53%,DUK
27959,20150908,252,1.61%,-0.0001,0.4768,-0.4064,-0.1297,1.05%,1.16%,19.31%,0.20%,DUK
27959,20150909,252,-1.66%,-0.0001,0.4776,-0.4169,-0.1343,1.04%,1.17%,19.69%,-0.94%,DUK
27959,20150910,252,-0.69%,-0.0001,0.4771,-0.4129,-0.1329,1.05%,1.17%,19.58%,-1.02%,DUK
27959,20150911,252,0.89%,-0.0002,0.4749,-0.4292,-0.1531,1.04%,1.16%,19.95%,0.50%,DUK
27959,20150914,252,-0.04%,-0.0001,0.4704,-0.4347,-0.1484,1.04%,1.16%,19.95%,0.17%,DUK
27959,20150915,252,0.41%,-0.0001,0.4697,-0.4304,-0.1531,1.04%,1.16%,19.94%,-0.21%,DUK
27959,20150916,252,0.86%,-0.0002,0.4701,-0.4246,-0.1448,1.03%,1.16%,19.83%,0.54%,DUK
27959,20150917,252,1.06%,-0.0001,0.4677,-0.4145,-0.1806,1.04%,1.16%,19.61%,1.30%,DUK
27959,20150918,252,-0.66%,-0.0001,0.4697,-0.4132,-0.1807,1.03%,1.16%,19.93%,0.12%,DUK
27959,20150921,252,0.86%,-0.0001,0.4723,-0.4043,-0.1669,1.03%,1.16%,19.93%,0.52%,DUK
27959,20150922,252,-1.28%,-0.0001,0.4747,-0.4048,-0.1685,1.03%,1.16%,20.10%,-0.76%,DUK
27959,20150923,252,-0.09%,-0.0001,0.4744,-0.4052,-0.1686,1.03%,1.16%,20.09%,-0.05%,DUK
27959,20150924,252,1.78%,0,0.474,-0.3932,-0.1477,1.04%,1.16%,19.54%,2.15%,DUK
27959,20150925,252,0.55%,0,0.4821,-0.3984,-0.1424,1.04%,1.16%,19.96%,0.28%,DUK
27959,20150928,252,-0.37%,0.0001,0.4731,-0.3995,-0.1265,1.04%,1.16%,19.76%,0.95%,DUK
27959,20150929,252,0.40%,0.0001,0.4734,-0.4012,-0.1223,1.04%,1.16%,19.80%,0.23%,DUK
27959,20150930,252,1.71%,0.0001,0.4791,-0.3967,-0.126,1.04%,1.17%,20.34%,0.59%,DUK
27959,20151001,252,-1.77%,-0.0001,0.487,-0.3797,-0.127,1.05%,1.17%,20.31%,-2.02%,DUK
27959,20151002,252,1.83%,0,0.4938,-0.3746,-0.1399,1.05%,1.18%,20.68%,1.12%,DUK
27959,20151005,252,1.56%,0,0.5048,-0.3641,-0.1252,1.05%,1.18%,21.04%,0.94%,DUK
27959,20151006,252,0.01%,0,0.5044,-0.3652,-0.114,1.05%,1.18%,21.02%,0.36%,DUK
27959,20151007,252,-0.57%,0,0.5073,-0.3713,-0.1155,1.05%,1.18%,21.15%,-0.82%,DUK
27959,20151008,252,0.45%,-0.0001,0.4965,-0.3721,-0.1145,1.04%,1.17%,20.57%,0.20%,DUK
27959,20151009,252,-1.01%,-0.0001,0.4975,-0.3699,-0.0952,1.05%,1.17%,20.28%,-1.12%,DUK
27959,20151012,252,0.78%,-0.0001,0.5041,-0.3725,-0.1066,1.04%,1.17%,20.69%,0.59%,DUK
27959,20151013,252,-0.40%,-0.0002,0.5173,-0.4176,-0.1387,1.04%,1.17%,21.95%,-0.22%,DUK
27959,20151014,252,-0.26%,-0.0003,0.5138,-0.4454,-0.1458,1.03%,1.17%,22.47%,-0.06%,DUK
27959,20151015,252,1.58%,-0.0003,0.5243,-0.4555,-0.1274,1.03%,1.17%,22.98%,1.04%,DUK
27959,20151016,252,0.15%,-0.0003,0.5249,-0.4437,-0.1209,1.03%,1.17%,22.84%,-0.31%,DUK
27959,20151019,252,-0.01%,-0.0003,0.5287,-0.4683,-0.1279,1.02%,1.17%,23.09%,-0.02%,DUK
27959,20151020,252,0.16%,-0.0003,0.5251,-0.4684,-0.1157,1.02%,1.17%,22.89%,0.40%,DUK
27959,20151021,252,0.22%,-0.0002,0.5397,-0.4817,-0.1152,1.02%,1.17%,23.72%,0.17%,DUK
27959,20151022,252,1.62%,-0.0003,0.5497,-0.4728,-0.1133,1.01%,1.17%,24.58%,0.48%,DUK
27959,20151023,252,-1.76%,-0.0003,0.5427,-0.4634,-0.096,1.02%,1.17%,23.69%,-2.43%,DUK
27959,20151026,252,-2.02%,-0.0004,0.5474,-0.4465,-0.0685,1.03%,1.18%,23.31%,-2.14%,DUK
27959,20151027,252,0.22%,-0.0004,0.5479,-0.4477,-0.0671,1.03%,1.18%,23.38%,0.00%,DUK
27959,20151028,252,-1.19%,-0.0005,0.5373,-0.4848,-0.0907,1.03%,1.18%,23.26%,-1.30%,DUK
27959,20151029,252,0.03%,-0.0005,0.5374,-0.481,-0.0876,1.03%,1.18%,23.22%,-0.28%,DUK
27959,20151030,252,-0.14%,-0.0006,0.5313,-0.4885,-0.0749,1.02%,1.17%,23.37%,0.14%,DUK
27959,20151102,252,0.99%,-0.0005,0.5396,-0.4733,-0.068,1.02%,1.17%,23.53%,0.74%,DUK
27959,20151103,252,0.08%,-0.0005,0.54,-0.4709,-0.0666,1.02%,1.17%,23.52%,0.14%,DUK
27959,20151104,252,-0.43%,-0.0005,0.5402,-0.4713,-0.0661,1.02%,1.17%,23.54%,-0.15%,DUK
27959,20151105,252,-0.67%,-0.0006,0.5374,-0.4665,-0.0849,1.02%,1.17%,23.38%,-0.58%,DUK
27959,20151106,252,-5.16%,-0.0007,0.5375,-0.533,-0.1463,1.05%,1.20%,23.61%,-4.84%,DUK
27959,20151109,252,0.31%,-0.0007,0.5331,-0.5382,-0.1579,1.05%,1.20%,23.60%,0.71%,DUK
27959,20151110,252,0.33%,-0.0007,0.5325,-0.5392,-0.1507,1.04%,1.20%,23.59%,0.30%,DUK
27959,20151111,252,1.28%,-0.0006,0.5295,-0.5504,-0.1576,1.05%,1.20%,23.52%,1.20%,DUK
27959,20151112,252,-1.38%,-0.0006,0.5365,-0.5181,-0.152,1.04%,1.19%,23.63%,-0.96%,DUK
27959,20151113,252,-0.59%,-0.0005,0.5343,-0.5402,-0.1613,1.04%,1.19%,24.11%,0.20%,DUK
27959,20151116,252,1.26%,-0.0005,0.5364,-0.5423,-0.1593,1.04%,1.19%,24.43%,0.28%,DUK
27959,20151117,252,-2.81%,-0.0007,0.5397,-0.5147,-0.1313,1.05%,1.20%,23.63%,-2.91%,DUK
27959,20151118,252,2.08%,-0.0006,0.5489,-0.5142,-0.132,1.05%,1.21%,24.16%,1.20%,DUK
27959,20151119,252,1.92%,-0.0005,0.5471,-0.5262,-0.1382,1.06%,1.22%,23.99%,1.84%,DUK
27959,20151120,252,0.89%,-0.0005,0.5482,-0.5216,-0.1424,1.06%,1.22%,23.92%,0.88%,DUK
27959,20151123,252,-1.58%,-0.0005,0.55,-0.5398,-0.1407,1.06%,1.22%,24.20%,-1.28%,DUK
27959,20151124,252,0.10%,-0.0005,0.5518,-0.5249,-0.1408,1.06%,1.22%,24.11%,0.39%,DUK
27959,20151125,252,-0.53%,-0.0005,0.5518,-0.527,-0.14,1.06%,1.22%,24.17%,-0.20%,DUK
27959,20151127,252,-0.31%,-0.0005,0.5512,-0.5278,-0.1356,1.06%,1.22%,24.15%,-0.28%,DUK
27959,20151130,252,0.37%,-0.0005,0.553,-0.5018,-0.1019,1.06%,1.22%,23.86%,0.79%,DUK
27959,20151201,252,0.44%,-0.0006,0.5579,-0.4769,-0.1115,1.06%,1.21%,24.09%,-0.40%,DUK
27959,20151202,252,-2.84%,-0.0007,0.5673,-0.4814,-0.0895,1.06%,1.22%,24.40%,-2.23%,DUK
27959,20151203,252,0.15%,-0.0006,0.5619,-0.4808,-0.0813,1.07%,1.22%,24.16%,0.93%,DUK
27959,20151204,252,1.22%,-0.0007,0.5602,-0.473,-0.0785,1.07%,1.23%,24.48%,-0.37%,DUK
27959,20151207,252,2.18%,-0.0005,0.5525,-0.4927,-0.0986,1.07%,1.23%,24.23%,2.18%,DUK
27959,20151208,252,-0.09%,-0.0006,0.5565,-0.479,-0.1083,1.07%,1.23%,24.41%,0.36%,DUK
27959,20151209,252,0.25%,-0.0006,0.5517,-0.525,-0.1114,1.06%,1.23%,24.81%,0.60%,DUK
27959,20151210,252,-1.72%,-0.0007,0.5556,-0.518,-0.1035,1.07%,1.23%,24.67%,-1.86%,DUK
27959,20151211,252,0.61%,-0.0006,0.5397,-0.526,-0.1062,1.07%,1.23%,23.95%,1.62%,DUK
27959,20151214,252,0.90%,-0.0007,0.5455,-0.5349,-0.1011,1.07%,1.23%,24.31%,0.17%,DUK
27959,20151215,252,0.57%,-0.0006,0.5413,-0.5415,-0.0982,1.07%,1.23%,24.36%,0.06%,DUK
27959,20151216,252,1.73%,-0.0006,0.5474,-0.5452,-0.109,1.07%,1.23%,24.70%,0.88%,DUK
27959,20151217,252,0.67%,-0.0005,0.5342,-0.5424,-0.1173,1.07%,1.23%,23.89%,1.64%,DUK
27959,20151218,252,-1.28%,-0.0005,0.5309,-0.5376,-0.1162,1.07%,1.23%,23.38%,-0.01%,DUK
27959,20151221,252,0.30%,-0.0005,0.5313,-0.5384,-0.1146,1.07%,1.23%,23.45%,-0.20%,DUK
27959,20151222,252,1.63%,-0.0005,0.535,-0.5392,-0.1037,1.07%,1.23%,23.62%,1.19%,DUK
27959,20151223,252,1.48%,-0.0005,0.5408,-0.5336,-0.093,1.08%,1.23%,23.84%,0.91%,DUK
27959,20151224,252,0.06%,-0.0005,0.5399,-0.5423,-0.0912,1.07%,1.23%,24.11%,0.27%,DUK
27959,20151228,252,-0.17%,-0.0006,0.5385,-0.5458,-0.0866,1.07%,1.23%,24.15%,-0.31%,DUK
27959,20151229,252,0.63%,-0.0006,0.5378,-0.5529,-0.1008,1.07%,1.23%,24.39%,0.09%,DUK
27959,20151230,252,-0.25%,-0.0005,0.5336,-0.5489,-0.0885,1.06%,1.22%,24.38%,0.04%,DUK
27959,20151231,252,-1.11%,-0.0005,0.5341,-0.5422,-0.0931,1.06%,1.21%,24.22%,-0.73%,DUK
27959,20160104,252,-0.28%,-0.0005,0.5329,-0.5411,-0.0919,1.06%,1.21%,24.18%,0.17%,DUK
27959,20160105,252,0.72%,-0.0005,0.5308,-0.5422,-0.0945,1.06%,1.21%,23.82%,0.54%,DUK
27959,20160106,252,0.22%,-0.0005,0.5347,-0.5172,-0.0823,1.05%,1.21%,23.90%,0.87%,DUK
27959,20160107,252,-0.92%,-0.0005,0.5327,-0.5185,-0.0844,1.05%,1.21%,24.02%,0.25%,DUK
27959,20160108,252,-0.22%,-0.0005,0.5364,-0.5209,-0.0868,1.05%,1.21%,24.08%,0.12%,DUK
27959,20160111,252,1.11%,-0.0005,0.5384,-0.5283,-0.0789,1.05%,1.21%,24.24%,0.84%,DUK
27959,20160112,252,-0.78%,-0.0005,0.5376,-0.5201,-0.0568,1.06%,1.21%,23.98%,-1.44%,DUK
27959,20160113,252,0.60%,-0.0005,0.5192,-0.5427,-0.0434,1.06%,1.21%,23.38%,1.71%,DUK
27959,20160114,252,0.93%,-0.0005,0.5219,-0.5454,-0.0381,1.06%,1.21%,23.72%,0.06%,DUK
27959,20160115,252,-0.40%,-0.0005,0.5195,-0.5191,-0.0493,1.06%,1.21%,23.65%,0.94%,DUK
27959,20160119,252,1.50%,-0.0005,0.5164,-0.5435,-0.0549,1.06%,1.21%,23.82%,0.90%,DUK
27959,20160120,252,-2.38%,-0.0006,0.5193,-0.5668,-0.044,1.06%,1.22%,24.68%,-0.95%,DUK
27959,20160121,252,-0.46%,-0.0006,0.5171,-0.554,-0.046,1.06%,1.22%,24.26%,-0.98%,DUK
27959,20160122,252,1.53%,-0.0006,0.5265,-0.5448,-0.0403,1.06%,1.22%,24.75%,0.58%,DUK
27959,20160125,252,-0.53%,-0.0006,0.5262,-0.5506,-0.0373,1.06%,1.22%,24.89%,0.14%,DUK
27959,20160126,252,0.59%,-0.0006,0.527,-0.5489,-0.0352,1.06%,1.22%,24.97%,0.04%,DUK
27959,20160127,252,0.26%,-0.0006,0.53,-0.5662,-0.0271,1.06%,1.22%,25.29%,0.61%,DUK
