PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,TICKER
27959,20161228,252,-0.58%,0.0007,0.3879,-0.5413,-0.3762,1.00%,1.08%,13.00%,-0.36%,DUK
27959,20161229,252,1.29%,0.0007,0.3867,-0.5399,-0.3819,1.01%,1.08%,12.96%,1.26%,DUK
27959,20161230,252,-0.51%,0.0008,0.3833,-0.5405,-0.3803,1.01%,1.08%,12.87%,-0.29%,DUK
27959,20170103,252,0.14%,0.0007,0.3818,-0.5391,-0.38,1.01%,1.08%,12.81%,-0.21%,DUK
27959,20170104,252,-0.10%,0.0007,0.3812,-0.5374,-0.3794,1.01%,1.08%,12.76%,0.05%,DUK
27959,20170105,252,0.13%,0.0007,0.3846,-0.5293,-0.3722,1.01%,1.08%,12.75%,-0.56%,DUK
27959,20170106,252,-0.33%,0.0006,0.3782,-0.5176,-0.3657,1.01%,1.07%,12.20%,-0.90%,DUK
27959,20170109,252,-1.10%,0.0006,0.3782,-0.5101,-0.3451,1.01%,1.08%,11.78%,-1.48%,DUK
27959,20170110,252,-0.18%,0.0005,0.3762,-0.4963,-0.3443,1.01%,1.08%,11.67%,0.44%,DUK
27959,20170111,252,0.78%,0.0006,0.3881,-0.5157,-0.3607,1.01%,1.07%,12.36%,0.69%,DUK
27959,20170112,252,0.57%,0.0006,0.4143,-0.5143,-0.3787,1.00%,1.07%,13.17%,0.08%,DUK
27959,20170113,252,-0.43%,0.0006,0.4139,-0.5166,-0.378,1.00%,1.07%,12.97%,-0.26%,DUK
27959,20170117,252,0.32%,0.0005,0.4237,-0.522,-0.377,1.00%,1.07%,13.03%,-0.14%,DUK
27959,20170118,252,0.05%,0.0005,0.4212,-0.5052,-0.3739,1.00%,1.07%,12.63%,0.12%,DUK
27959,20170119,252,-0.49%,0.0005,0.4017,-0.4496,-0.3919,1.00%,1.06%,11.69%,-0.58%,DUK
27959,20170120,252,0.27%,0.0006,0.4065,-0.4593,-0.3936,0.99%,1.06%,11.91%,0.24%,DUK
27959,20170123,252,-0.39%,0.0005,0.3977,-0.4557,-0.3874,0.99%,1.05%,11.36%,-0.41%,DUK
27959,20170124,252,0.19%,0.0006,0.3938,-0.4521,-0.3883,0.99%,1.05%,11.27%,0.48%,DUK
27959,20170125,252,-0.13%,0.0005,0.3879,-0.4527,-0.3959,0.99%,1.05%,11.27%,-0.25%,DUK
27959,20170126,252,0.05%,0.0005,0.3982,-0.4492,-0.4196,0.99%,1.05%,11.67%,-0.04%,DUK
27959,20170127,252,-0.23%,0.0004,0.3934,-0.4357,-0.4358,0.99%,1.05%,11.81%,-0.46%,DUK
27959,20170130,252,0.23%,0.0004,0.3612,-0.4297,-0.4363,0.98%,1.04%,11.10%,0.00%,DUK
27959,20170131,252,1.84%,0.0004,0.3519,-0.3949,-0.4261,0.98%,1.04%,10.28%,1.98%,DUK
27959,20170201,252,-1.50%,0.0003,0.3548,-0.3942,-0.4252,0.99%,1.04%,10.13%,-1.53%,DUK
27959,20170202,252,0.56%,0.0002,0.3462,-0.3804,-0.4358,0.98%,1.03%,10.24%,0.33%,DUK
27959,20170203,252,-0.18%,0.0002,0.3462,-0.3807,-0.4363,0.98%,1.03%,10.25%,0.02%,DUK
27959,20170206,252,-0.10%,0.0001,0.3745,-0.3652,-0.4778,0.97%,1.03%,11.18%,-0.31%,DUK
27959,20170207,252,0.23%,0.0001,0.3928,-0.3723,-0.495,0.97%,1.03%,11.69%,-0.11%,DUK
27959,20170208,252,1.14%,0.0001,0.3952,-0.3808,-0.5044,0.97%,1.03%,12.01%,0.76%,DUK
27959,20170209,252,-1.13%,0.0001,0.3924,-0.3909,-0.5056,0.97%,1.03%,11.99%,-1.14%,DUK
27959,20170210,252,0.45%,0.0002,0.374,-0.3664,-0.539,0.96%,1.03%,12.26%,0.52%,DUK
27959,20170213,252,0.76%,0.0003,0.3973,-0.3913,-0.5252,0.96%,1.03%,12.62%,0.64%,DUK
27959,20170214,252,-0.83%,0.0003,0.4044,-0.3854,-0.5368,0.96%,1.03%,12.73%,-0.92%,DUK
27959,20170215,252,-0.52%,0.0003,0.4391,-0.4074,-0.5591,0.95%,1.03%,13.89%,-0.91%,DUK
27959,20170216,252,2.76%,0.0004,0.4442,-0.4195,-0.5664,0.97%,1.04%,13.92%,2.72%,DUK
27959,20170217,252,-0.68%,0.0004,0.4393,-0.4024,-0.5783,0.96%,1.03%,14.21%,-1.09%,DUK
27959,20170221,252,0.93%,0.0005,0.4465,-0.4079,-0.5785,0.96%,1.03%,14.28%,0.73%,DUK
27959,20170222,252,0.99%,0.0005,0.4511,-0.4181,-0.5759,0.96%,1.04%,14.30%,0.95%,DUK
27959,20170223,252,1.30%,0.0005,0.4523,-0.4309,-0.572,0.96%,1.04%,14.27%,1.23%,DUK
27959,20170224,252,1.30%,0.0005,0.4368,-0.4132,-0.5811,0.96%,1.03%,14.13%,0.71%,DUK
27959,20170227,252,-0.12%,0.0006,0.4211,-0.3767,-0.5678,0.94%,1.01%,13.56%,-0.08%,DUK
27959,20170228,252,0.84%,0.0006,0.4339,-0.4027,-0.5718,0.94%,1.02%,13.99%,0.60%,DUK
27959,20170301,252,-0.75%,0.0006,0.4931,-0.4635,-0.5832,0.93%,1.01%,15.71%,-0.81%,DUK
27959,20170302,252,0.52%,0.0006,0.4927,-0.468,-0.5898,0.93%,1.01%,15.93%,0.11%,DUK
27959,20170303,252,-0.55%,0.0005,0.4911,-0.4719,-0.6004,0.93%,1.01%,16.21%,-0.62%,DUK
27959,20170306,252,-0.05%,0.0005,0.4902,-0.4748,-0.6036,0.92%,1.01%,16.39%,-0.08%,DUK
27959,20170307,252,-0.22%,0.0004,0.5075,-0.5211,-0.6211,0.91%,1.01%,17.67%,-0.22%,DUK
27959,20170308,252,-1.68%,0.0002,0.5146,-0.5038,-0.5889,0.92%,1.01%,16.70%,-2.15%,DUK
27959,20170309,252,-0.34%,0.0002,0.5111,-0.4966,-0.5863,0.92%,1.01%,16.52%,-0.74%,DUK
27959,20170310,252,0.74%,0.0002,0.5127,-0.5013,-0.586,0.92%,1.01%,16.64%,0.31%,DUK
27959,20170313,252,0.29%,0.0002,0.512,-0.4995,-0.5863,0.92%,1.01%,16.50%,0.35%,DUK
27959,20170314,252,0.00%,0.0003,0.5122,-0.5003,-0.5939,0.92%,1.01%,16.63%,0.07%,DUK
27959,20170315,252,1.40%,0.0003,0.5171,-0.4858,-0.6042,0.92%,1.01%,16.78%,1.08%,DUK
27959,20170316,252,-0.46%,0.0002,0.5126,-0.4848,-0.6024,0.92%,1.01%,16.71%,-0.07%,DUK
27959,20170317,252,0.27%,0.0002,0.5091,-0.4992,-0.6158,0.92%,1.01%,17.23%,0.45%,DUK
27959,20170320,252,-0.81%,0.0002,0.5131,-0.497,-0.606,0.92%,1.01%,17.01%,-1.16%,DUK
27959,20170321,252,1.85%,0.0003,0.5037,-0.5231,-0.6203,0.92%,1.02%,17.32%,1.54%,DUK
27959,20170322,252,0.10%,0.0003,0.5014,-0.5197,-0.623,0.92%,1.01%,17.45%,-0.48%,DUK
27959,20170323,252,-0.10%,0.0003,0.5002,-0.4977,-0.6184,0.92%,1.01%,17.26%,0.57%,DUK
27959,20170324,252,0.37%,0.0003,0.5001,-0.4977,-0.6193,0.92%,1.01%,17.26%,0.32%,DUK
27959,20170327,252,-0.24%,0.0003,0.501,-0.5008,-0.6169,0.92%,1.01%,17.25%,-0.25%,DUK
27959,20170328,252,0.17%,0.0003,0.4992,-0.5235,-0.6,0.92%,1.01%,17.07%,0.17%,DUK
27959,20170329,252,-0.62%,0.0003,0.5018,-0.5302,-0.5989,0.92%,1.01%,17.14%,-0.53%,DUK
27959,20170330,252,-0.46%,0.0002,0.5031,-0.5336,-0.5955,0.92%,1.01%,17.23%,0.08%,DUK
27959,20170331,252,-0.04%,0.0003,0.5054,-0.5347,-0.5994,0.92%,1.01%,17.16%,0.16%,DUK
27959,20170403,252,0.29%,0.0003,0.5037,-0.5311,-0.6037,0.92%,1.01%,17.24%,-0.22%,DUK
27959,20170404,252,0.15%,0.0003,0.4909,-0.5263,-0.6072,0.91%,1.01%,17.16%,0.19%,DUK
27959,20170405,252,0.61%,0.0004,0.5143,-0.5359,-0.6336,0.91%,1.00%,18.21%,0.21%,DUK
27959,20170406,252,-0.34%,0.0004,0.5175,-0.5362,-0.6322,0.91%,1.00%,18.27%,0.17%,DUK
27959,20170407,252,-0.40%,0.0003,0.5175,-0.5365,-0.6376,0.91%,1.00%,18.42%,-0.46%,DUK
27959,20170410,252,0.17%,0.0003,0.5188,-0.5363,-0.6409,0.91%,1.00%,18.36%,0.24%,DUK
27959,20170411,252,-0.25%,0.0003,0.5078,-0.5246,-0.6496,0.91%,1.00%,18.43%,0.33%,DUK
27959,20170412,252,0.72%,0.0004,0.5136,-0.521,-0.6492,0.90%,1.00%,18.59%,0.18%,DUK
27959,20170413,252,-0.23%,0.0003,0.517,-0.5228,-0.6434,0.90%,1.00%,18.53%,-0.47%,DUK
27959,20170417,252,0.41%,0.0003,0.5198,-0.5272,-0.6401,0.90%,1.00%,18.59%,0.21%,DUK
27959,20170418,252,-0.08%,0.0003,0.5189,-0.5264,-0.6399,0.90%,1.00%,18.52%,0.12%,DUK
27959,20170419,252,-0.62%,0.0003,0.5214,-0.5344,-0.6321,0.90%,1.00%,18.35%,-0.54%,DUK
27959,20170420,252,-0.39%,0.0004,0.5199,-0.5415,-0.6181,0.90%,0.99%,18.31%,-0.38%,DUK
27959,20170421,252,0.22%,0.0005,0.5058,-0.5282,-0.6384,0.88%,0.98%,18.85%,0.34%,DUK
27959,20170424,252,0.45%,0.0004,0.5172,-0.5514,-0.65,0.88%,0.98%,19.66%,0.26%,DUK
27959,20170425,252,0.13%,0.0005,0.5173,-0.5579,-0.6516,0.88%,0.98%,19.81%,-0.04%,DUK
27959,20170426,252,-0.11%,0.0004,0.5184,-0.5624,-0.6604,0.88%,0.98%,20.09%,0.46%,DUK
27959,20170427,252,0.36%,0.0004,0.518,-0.5618,-0.6716,0.87%,0.98%,20.74%,-0.37%,DUK
27959,20170428,252,-0.48%,0.0003,0.5245,-0.5521,-0.6644,0.87%,0.98%,20.51%,-1.11%,DUK
27959,20170501,252,-0.52%,0.0002,0.531,-0.5548,-0.6704,0.87%,0.98%,20.78%,-0.57%,DUK
27959,20170502,252,0.39%,0.0002,0.5358,-0.557,-0.6744,0.87%,0.98%,20.92%,-0.02%,DUK
27959,20170503,252,-0.42%,0.0002,0.5338,-0.554,-0.6774,0.87%,0.98%,20.90%,-0.49%,DUK
27959,20170504,252,0.67%,0.0002,0.5482,-0.5572,-0.6839,0.86%,0.97%,21.59%,0.40%,DUK
27959,20170505,252,0.47%,0.0002,0.5494,-0.5579,-0.6841,0.86%,0.97%,21.62%,0.28%,DUK
27959,20170508,252,-0.07%,0.0002,0.5523,-0.5592,-0.6811,0.86%,0.97%,21.70%,0.00%,DUK
27959,20170509,252,-0.98%,0.0001,0.5549,-0.571,-0.665,0.86%,0.97%,21.19%,-1.22%,DUK
27959,20170510,252,0.45%,0.0002,0.5652,-0.58,-0.6624,0.86%,0.97%,21.33%,0.46%,DUK
27959,20170511,252,0.63%,0.0001,0.5807,-0.5813,-0.6839,0.86%,0.97%,22.04%,0.47%,DUK
27959,20170512,252,0.58%,0.0001,0.58,-0.5761,-0.686,0.86%,0.97%,22.09%,0.10%,DUK
27959,20170515,252,0.12%,0.0001,0.5785,-0.574,-0.6871,0.86%,0.97%,22.04%,0.10%,DUK
27959,20170516,252,-0.55%,0.0001,0.583,-0.5761,-0.6888,0.86%,0.97%,22.06%,-0.51%,DUK
27959,20170517,252,0.62%,0.0002,0.5546,-0.59,-0.6725,0.86%,0.97%,21.47%,0.90%,DUK
27959,20170518,252,0.57%,0.0003,0.5487,-0.5884,-0.6425,0.85%,0.95%,20.99%,0.09%,DUK
27959,20170519,252,0.14%,0.0003,0.5469,-0.5843,-0.6425,0.85%,0.95%,20.93%,-0.22%,DUK
27959,20170522,252,0.88%,0.0003,0.5499,-0.5828,-0.6462,0.85%,0.95%,21.05%,0.55%,DUK
27959,20170523,252,0.24%,0.0004,0.5459,-0.5772,-0.6476,0.84%,0.95%,21.05%,0.47%,DUK
27959,20170524,252,0.46%,0.0004,0.5389,-0.5786,-0.6418,0.84%,0.95%,20.82%,-0.06%,DUK
27959,20170525,252,0.53%,0.0004,0.5374,-0.5779,-0.6348,0.84%,0.95%,20.85%,-0.35%,DUK
27959,20170526,252,-0.08%,0.0003,0.5365,-0.5769,-0.6273,0.84%,0.95%,20.68%,-0.07%,DUK
27959,20170530,252,0.40%,0.0003,0.5373,-0.576,-0.6282,0.84%,0.95%,20.74%,0.01%,DUK
27959,20170531,252,0.32%,0.0003,0.5383,-0.5796,-0.6256,0.84%,0.95%,20.79%,-0.02%,DUK
27959,20170601,252,0.84%,0.0003,0.5444,-0.5806,-0.6229,0.84%,0.94%,20.87%,0.93%,DUK
27959,20170602,252,-0.14%,0.0003,0.5447,-0.5832,-0.6202,0.84%,0.94%,20.86%,-0.52%,DUK
27959,20170605,252,-0.52%,0.0002,0.5508,-0.5779,-0.6199,0.84%,0.94%,21.01%,-0.71%,DUK
27959,20170606,252,-0.02%,0.0002,0.5502,-0.5769,-0.6196,0.84%,0.94%,20.96%,0.16%,DUK
27959,20170607,252,0.33%,0.0002,0.5507,-0.5781,-0.6201,0.84%,0.94%,21.01%,0.11%,DUK
27959,20170608,252,-0.82%,0.0002,0.5473,-0.5762,-0.6144,0.84%,0.94%,21.30%,0.31%,DUK
27959,20170609,252,0.40%,0.0002,0.5306,-0.5733,-0.5421,0.84%,0.94%,19.74%,1.96%,DUK
27959,20170612,252,-0.12%,0.0002,0.5331,-0.5732,-0.5425,0.84%,0.94%,19.77%,-0.03%,DUK
27959,20170613,252,0.39%,0.0002,0.5402,-0.5725,-0.5455,0.84%,0.94%,19.99%,0.07%,DUK
27959,20170614,252,0.43%,0.0002,0.5427,-0.5779,-0.5365,0.84%,0.94%,20.04%,-0.04%,DUK
27959,20170615,252,0.73%,0.0002,0.5374,-0.5742,-0.5375,0.84%,0.94%,19.93%,0.69%,DUK
27959,20170616,252,0.22%,0.0002,0.5338,-0.5694,-0.5332,0.84%,0.93%,19.63%,0.05%,DUK
27959,20170619,252,-0.29%,0.0001,0.5282,-0.5656,-0.5342,0.84%,0.93%,19.59%,-1.10%,DUK
27959,20170620,252,0.02%,0.0002,0.5339,-0.5566,-0.5366,0.83%,0.93%,19.72%,-0.09%,DUK
27959,20170621,252,-0.39%,0.0001,0.5309,-0.5611,-0.5034,0.84%,0.93%,19.06%,-1.30%,DUK
27959,20170622,252,-0.34%,0.0001,0.5313,-0.5649,-0.5013,0.84%,0.93%,19.09%,-0.25%,DUK
27959,20170623,252,-0.37%,0.0001,0.532,-0.569,-0.499,0.84%,0.93%,19.09%,-0.27%,DUK
27959,20170626,252,0.86%,0,0.6404,-0.6383,-0.4704,0.83%,0.93%,20.79%,1.15%,DUK
27959,20170627,252,-1.15%,-0.0002,0.7014,-0.6364,-0.463,0.82%,0.93%,22.60%,-0.24%,DUK
27959,20170628,252,-0.85%,-0.0002,0.7382,-0.6764,-0.4638,0.81%,0.93%,23.44%,-1.00%,DUK
27959,20170629,252,-1.11%,-0.0001,0.762,-0.6857,-0.466,0.81%,0.93%,24.27%,0.06%,DUK
27959,20170630,252,-0.52%,-0.0002,0.7333,-0.6754,-0.4674,0.81%,0.93%,23.60%,-0.82%,DUK
27959,20170703,252,-0.34%,-0.0002,0.7325,-0.6726,-0.4638,0.81%,0.93%,23.60%,0.29%,DUK
27959,20170705,252,-0.02%,-0.0003,0.7357,-0.6581,-0.4387,0.81%,0.92%,23.08%,-0.85%,DUK
27959,20170706,252,-0.10%,-0.0003,0.7315,-0.6587,-0.4377,0.81%,0.92%,22.99%,0.32%,DUK
27959,20170707,252,0.25%,-0.0002,0.7229,-0.6442,-0.4429,0.80%,0.91%,23.22%,-0.17%,DUK
27959,20170710,252,-0.28%,-0.0002,0.7124,-0.6402,-0.4428,0.80%,0.91%,22.90%,-0.64%,DUK
27959,20170711,252,-0.01%,-0.0002,0.7122,-0.6419,-0.4433,0.80%,0.91%,22.92%,-0.02%,DUK
27959,20170712,252,0.96%,-0.0002,0.7243,-0.6354,-0.4279,0.79%,0.90%,23.07%,0.28%,DUK
27959,20170713,252,-0.73%,-0.0002,0.7211,-0.6264,-0.4362,0.79%,0.90%,23.05%,-0.74%,DUK
27959,20170714,252,0.56%,-0.0002,0.7303,-0.6375,-0.4312,0.79%,0.90%,23.43%,-0.05%,DUK
27959,20170717,252,0.23%,-0.0002,0.731,-0.6386,-0.4305,0.79%,0.90%,23.44%,0.41%,DUK
27959,20170718,252,0.19%,-0.0002,0.73,-0.6374,-0.4296,0.79%,0.90%,23.40%,-0.17%,DUK
27959,20170719,252,0.19%,-0.0002,0.7306,-0.6372,-0.4296,0.79%,0.90%,23.40%,0.10%,DUK
27959,20170720,252,0.69%,-0.0001,0.7334,-0.6298,-0.4428,0.79%,0.90%,23.65%,0.72%,DUK
27959,20170721,252,0.32%,-0.0002,0.7395,-0.6322,-0.443,0.79%,0.90%,23.90%,0.01%,DUK
27959,20170724,252,-0.76%,-0.0002,0.7356,-0.6358,-0.438,0.79%,0.90%,23.79%,-0.77%,DUK
27959,20170725,252,-0.88%,-0.0003,0.7365,-0.638,-0.4429,0.79%,0.90%,24.00%,-0.52%,DUK
27959,20170726,252,0.76%,-0.0002,0.7345,-0.6337,-0.4422,0.79%,0.90%,23.87%,0.26%,DUK
27959,20170727,252,0.71%,-0.0002,0.7288,-0.6298,-0.4434,0.79%,0.90%,23.71%,0.61%,DUK
27959,20170728,252,-0.16%,-0.0002,0.7292,-0.6306,-0.4436,0.79%,0.90%,23.66%,0.03%,DUK
27959,20170731,252,0.25%,-0.0002,0.7285,-0.6321,-0.4417,0.79%,0.90%,23.62%,0.29%,DUK
27959,20170801,252,0.06%,-0.0002,0.7273,-0.6306,-0.4427,0.79%,0.90%,23.61%,-0.19%,DUK
27959,20170802,252,0.67%,-0.0002,0.7289,-0.6314,-0.4429,0.79%,0.90%,23.77%,0.05%,DUK
